Name,Year,Municipality,Revenue,TotalRevenue,MarketShare,SharePct
DEDICARE DOCTOR AS,2021,TINN,1497777,5954091,0.2516,25.16
DEDICARE AS,2021,TINN,562134,5954091,0.0944,9.44
PACURAMED AS,2021,TINN,189935,5954091,0.0319,3.19
ECURA CARE AS,2021,TINN,107086,5954091,0.018,1.8
KLETOR AS,2021,TJELDSUND,1170066,1389934,0.8418,84.18
ECURA CARE AS,2021,TJELDSUND,219868,1389934,0.1582,15.82
ECURA CARE AS,2021,TOKKE,1490397,2450342,0.6082,60.82
DEDICARE DOCTOR AS,2021,TOKKE,959945,2450342,0.3918,39.18
KONSTALI HELSENOR AS,2021,TROMSØ,39509002,144850758,0.2728,27.28
DEDICARE AS,2021,TROMSØ,33024664,144850758,0.228,22.8
LÄKARLEASING SVERIGE,2021,TROMSØ,27274004,144850758,0.1883,18.83
KLETOR AS,2021,TROMSØ,12613772,144850758,0.0871,8.71
FOCUS CARE NORGE AS,2021,TROMSØ,11154798,144850758,0.077,7.7
RANDSTAD CARE AS,2021,TROMSØ,9208844,144850758,0.0636,6.36
DEDICARE DOCTOR AS,2021,TROMSØ,3868338,144850758,0.0267,2.67
VACANT HELSE AS,2021,TROMSØ,3611516,144850758,0.0249,2.49
KOOPERATIV BEMANNING AS,2021,TROMSØ,2069122,144850758,0.0143,1.43
HELSE PERSONAL AS,2021,TROMSØ,1026254,144850758,0.0071,0.71
HELSELEVERANDØREN AS,2021,TROMSØ,751408,144850758,0.0052,0.52
BONLIVA AS,2021,TROMSØ,346128,144850758,0.0024,0.24
ECURA CARE AS,2021,TROMSØ,322458,144850758,0.0022,0.22
ADECCO NORGE AS,2021,TROMSØ,70450,144850758,5e-4,0.05
DEDICARE AS,2021,TRONDHEIM,33424338,97303251,0.3435,34.35
FOCUS CARE NORGE AS,2021,TRONDHEIM,23208082,97303251,0.2385,23.85
BRAGEVA AS,2021,TRONDHEIM,12006225,97303251,0.1234,12.34
ADECCO NORGE AS,2021,TRONDHEIM,10319136,97303251,0.1061,10.61
KOOPERATIV BEMANNING AS,2021,TRONDHEIM,5531845,97303251,0.0569,5.69
NORDIC CARE AS,2021,TRONDHEIM,5351809,97303251,0.055,5.5
ECURA CARE AS,2021,TRONDHEIM,4716634,97303251,0.0485,4.85
KONSTALI HELSENOR AS,2021,TRONDHEIM,2509854,97303251,0.0258,2.58
DEDICARE DOCTOR AS,2021,TRONDHEIM,120000,97303251,0.0012,0.12
MANPOWER AS,2021,TRONDHEIM,93191,97303251,0.001,0.1
BEMANNINGSHJELPEN AS,2021,TRONDHEIM,22137,97303251,2e-4,0.02
KLETOR AS,2021,TVEDESTRAND,1103910,1352404,0.8163,81.63
VACANT HELSE AS,2021,TVEDESTRAND,121293,1352404,0.0897,8.97
RANDSTAD CARE AS,2021,TVEDESTRAND,105326,1352404,0.0779,7.79
ECURA CARE AS,2021,TVEDESTRAND,21875,1352404,0.0162,1.62
ECURA CARE AS,2021,TYDAL,1371587,1563827,0.8771,87.71
DEDICARE AS,2021,TYDAL,192240,1563827,0.1229,12.29
KLETOR AS,2021,TYNSET,2799229,4416379,0.6338,63.38
DEDICARE DOCTOR AS,2021,TYNSET,1617150,4416379,0.3662,36.62
ECURA CARE AS,2021,TYSNES,7028296,9047333,0.7768,77.68
SEIE AS,2021,TYSNES,1022242,9047333,0.113,11.3
FOCUS CARE NORGE AS,2021,TYSNES,901038,9047333,0.0996,9.96
NORDIC CARE AS,2021,TYSNES,82640,9047333,0.0091,0.91
KLETOR AS,2021,TYSNES,13117,9047333,0.0014,0.14
PERSONALHUSET STAFFING GROUP AS,2021,TYSVÆR,77690,77690,1,100
NORDIC CARE AS,2021,TØNSBERG,678168,1123222,0.6038,60.38
RANDSTAD CARE AS,2021,TØNSBERG,158197,1123222,0.1408,14.08
DEDICARE AS,2021,TØNSBERG,151339,1123222,0.1347,13.47
BEMANNINGSHJELPEN AS,2021,TØNSBERG,73961,1123222,0.0658,6.58
MANPOWER AS,2021,TØNSBERG,61557,1123222,0.0548,5.48
FOCUS CARE NORGE AS,2021,ULLENSVANG,3689441,11884847,0.3104,31.04
KONSTALI HELSENOR AS,2021,ULLENSVANG,3484645,11884847,0.2932,29.32
NORDISK VÅRDINSATS AS,2021,ULLENSVANG,1891987,11884847,0.1592,15.92
KLETOR AS,2021,ULLENSVANG,1555958,11884847,0.1309,13.09
WORKNORWAY GROUP AS,2021,ULLENSVANG,1247345,11884847,0.105,10.5
ECURA CARE AS,2021,ULLENSVANG,15471,11884847,0.0013,0.13
KONSTALI HELSENOR AS,2021,ULVIK,224692,308190,0.7291,72.91
ECURA CARE AS,2021,ULVIK,83498,308190,0.2709,27.09
VACANT HELSE AS,2021,VADSØ,4896877,10327572,0.4742,47.42
DEDICARE AS,2021,VADSØ,3211222,10327572,0.3109,31.09
FOCUS CARE NORGE AS,2021,VADSØ,1290698,10327572,0.125,12.5
DEDICARE DOCTOR AS,2021,VADSØ,582707,10327572,0.0564,5.64
ECURA CARE AS,2021,VADSØ,216524,10327572,0.021,2.1
EMPLOI HELSE AS,2021,VADSØ,129544,10327572,0.0125,1.25
FOCUS CARE NORGE AS,2021,VAKSDAL,4428717,6749019,0.6562,65.62
DEDICARE DOCTOR AS,2021,VAKSDAL,1182864,6749019,0.1753,17.53
WORKNORWAY GROUP AS,2021,VAKSDAL,790715,6749019,0.1172,11.72
PACURAMED AS,2021,VAKSDAL,346723,6749019,0.0514,5.14
DEDICARE DOCTOR AS,2021,VANG,1979660,3744420,0.5287,52.87
KONSTALI HELSENOR AS,2021,VANG,997828,3744420,0.2665,26.65
FOCUS CARE NORGE AS,2021,VANG,766932,3744420,0.2048,20.48
VACANT HELSE AS,2021,VARDØ,607461,613861,0.9896,98.96
ECURA CARE AS,2021,VARDØ,6400,613861,0.0104,1.04
DEDICARE DOCTOR AS,2021,VEFSN,2416837,2809989,0.8601,86.01
KLETOR AS,2021,VEFSN,203400,2809989,0.0724,7.24
KONSTALI HELSENOR AS,2021,VEFSN,131827,2809989,0.0469,4.69
ECURA CARE AS,2021,VEFSN,57925,2809989,0.0206,2.06
ECURA CARE AS,2021,VENNESLA,1396353,4370101,0.3195,31.95
KOOPERATIV BEMANNING AS,2021,VENNESLA,1275288,4370101,0.2918,29.18
NORDISK VÅRDINSATS AS,2021,VENNESLA,1244793,4370101,0.2848,28.48
CURAE NORDIC AS,2021,VENNESLA,453667,4370101,0.1038,10.38
RANDSTAD CARE AS,2021,VERDAL,1014800,2032089,0.4994,49.94
DEDICARE DOCTOR AS,2021,VERDAL,855064,2032089,0.4208,42.08
KLETOR AS,2021,VERDAL,162225,2032089,0.0798,7.98
ECURA CARE AS,2021,VESTBY,1605596,2535497,0.6332,63.32
QUALITY HEALTH CARE AS,2021,VESTBY,435974,2535497,0.1719,17.19
VACANT HELSE AS,2021,VESTBY,212545,2535497,0.0838,8.38
PACURAMED AS,2021,VESTBY,155774,2535497,0.0614,6.14
NORDIC CARE AS,2021,VESTBY,125608,2535497,0.0495,4.95
KONSTALI HELSENOR AS,2021,VESTNES,2408497,5303987,0.4541,45.41
ECURA CARE AS,2021,VESTNES,1889789,5303987,0.3563,35.63
CENTRIC CARE AS,2021,VESTNES,616883,5303987,0.1163,11.63
VACANT HELSE AS,2021,VESTNES,230462,5303987,0.0435,4.35
MANPOWER AS,2021,VESTNES,158356,5303987,0.0299,2.99
DEDICARE DOCTOR AS,2021,VESTRE SLIDRE,252557,252557,1,100
DEDICARE AS,2021,VESTRE TOTEN,497099,497099,1,100
KOOPERATIV BEMANNING AS,2021,VESTVÅGØY,1027543,1069023,0.9612,96.12
ECURA CARE AS,2021,VESTVÅGØY,41480,1069023,0.0388,3.88
VIKAR I NORGE AS,2021,VEVELSTAD,1821812,2381740,0.7649,76.49
VACANT HELSE AS,2021,VEVELSTAD,313928,2381740,0.1318,13.18
RANDSTAD CARE AS,2021,VEVELSTAD,246000,2381740,0.1033,10.33
FOCUS CARE NORGE AS,2021,VIK,5980036,14245127,0.4198,41.98
DEDICARE AS,2021,VIK,3403612,14245127,0.2389,23.89
SEIE AS,2021,VIK,2327891,14245127,0.1634,16.34
KONSTALI HELSENOR AS,2021,VIK,1677452,14245127,0.1178,11.78
ECURA CARE AS,2021,VIK,578030,14245127,0.0406,4.06
VIKAR I NORGE AS,2021,VIK,278106,14245127,0.0195,1.95
KLETOR AS,2021,VINDAFJORD,2268104,3644038,0.6224,62.24
ECURA CARE AS,2021,VINDAFJORD,959881,3644038,0.2634,26.34
DEDICARE AS,2021,VINDAFJORD,317053,3644038,0.087,8.7
PERSONALHUSET STAFFING GROUP AS,2021,VINDAFJORD,99000,3644038,0.0272,2.72
LÄKARLEASING SVERIGE,2021,VINJE,3571001,7285182,0.4902,49.02
WORKNORWAY GROUP AS,2021,VINJE,1729673,7285182,0.2374,23.74
DEDICARE DOCTOR AS,2021,VINJE,1566482,7285182,0.215,21.5
CENTRIC CARE AS,2021,VINJE,418026,7285182,0.0574,5.74
NORDIC CARE AS,2021,VOLDA,631990,1537846,0.411,41.1
DEDICARE AS,2021,VOLDA,455902,1537846,0.2965,29.65
CENTRIC CARE AS,2021,VOLDA,449954,1537846,0.2926,29.26
FOCUS CARE NORGE AS,2021,VOSS,7084616,9680433,0.7318,73.18
DEDICARE DOCTOR AS,2021,VOSS,1329523,9680433,0.1373,13.73
ECURA CARE AS,2021,VOSS,1088803,9680433,0.1125,11.25
EMPLOI HELSE AS,2021,VOSS,177491,9680433,0.0183,1.83
EMPLOI HELSE AS,2021,VÅGAN,3230917,3749290,0.8617,86.17
KOOPERATIV BEMANNING AS,2021,VÅGAN,370455,3749290,0.0988,9.88
DEDICARE DOCTOR AS,2021,VÅGAN,147918,3749290,0.0395,3.95
ECURA CARE AS,2021,VÅLER (INNLANDET),345935,345935,1,100
DEDICARE AS,2021,ÅFJORD,9488798,11187063,0.8482,84.82
VIKAR I NORGE AS,2021,ÅFJORD,1036662,11187063,0.0927,9.27
ECURA CARE AS,2021,ÅFJORD,337252,11187063,0.0301,3.01
FOCUS CARE NORGE AS,2021,ÅFJORD,324351,11187063,0.029,2.9
ECURA CARE AS,2021,ÅL,10261734,20639247,0.4972,49.72
CENTRIC CARE AS,2021,ÅL,5381675,20639247,0.2607,26.07
SEIE AS,2021,ÅL,1682513,20639247,0.0815,8.15
PACURAMED AS,2021,ÅL,1349469,20639247,0.0654,6.54
DEDICARE AS,2021,ÅL,1338386,20639247,0.0648,6.48
MANPOWER AS,2021,ÅL,457636,20639247,0.0222,2.22
RANDSTAD CARE AS,2021,ÅL,167834,20639247,0.0081,0.81
CENTRIC CARE AS,2021,ÅLESUND,8650955,42874765,0.2018,20.18
ECURA CARE AS,2021,ÅLESUND,8118750,42874765,0.1894,18.94
VACANT HELSE AS,2021,ÅLESUND,5821833,42874765,0.1358,13.58
DIN VIKARPARTNER AS,2021,ÅLESUND,4897744,42874765,0.1142,11.42
KONSTALI HELSENOR AS,2021,ÅLESUND,4738326,42874765,0.1105,11.05
SEIE AS,2021,ÅLESUND,2661790,42874765,0.0621,6.21
PACURAMED AS,2021,ÅLESUND,2475225,42874765,0.0577,5.77
DEDICARE DOCTOR AS,2021,ÅLESUND,1584295,42874765,0.037,3.7
NORDIC CARE AS,2021,ÅLESUND,1447736,42874765,0.0338,3.38
DEDICARE AS,2021,ÅLESUND,862719,42874765,0.0201,2.01
SCANDINAVIAN CARE HIREMENT GROUP AS,2021,ÅLESUND,710038,42874765,0.0166,1.66
KOOPERATIV BEMANNING AS,2021,ÅLESUND,331400,42874765,0.0077,0.77
LÄKARLEASING SVERIGE,2021,ÅLESUND,292425,42874765,0.0068,0.68
HELSE PERSONAL AS,2021,ÅLESUND,281529,42874765,0.0066,0.66
DEDICARE DOCTOR AS,2021,ÅMLI,1500327,1504227,0.9974,99.74
ECURA CARE AS,2021,ÅMLI,3900,1504227,0.0026,0.26
VACANT HELSE AS,2021,ÅMOT,192163,192163,1,100
CENTRIC CARE AS,2021,ÅRDAL,6190111,19744607,0.3135,31.35
SEIE AS,2021,ÅRDAL,5814350,19744607,0.2945,29.45
DEDICARE AS,2021,ÅRDAL,5377596,19744607,0.2724,27.24
ECURA CARE AS,2021,ÅRDAL,1306788,19744607,0.0662,6.62
KONSTALI HELSENOR AS,2021,ÅRDAL,1055762,19744607,0.0535,5.35
NORDIC CARE AS,2021,ÅS,1530883,4301457,0.3559,35.59
VACANT HELSE AS,2021,ÅS,1372934,4301457,0.3192,31.92
ECURA CARE AS,2021,ÅS,1110799,4301457,0.2582,25.82
DEDICARE AS,2021,ÅS,286841,4301457,0.0667,6.67
DEDICARE DOCTOR AS,2021,ÅSNES,5328457,6160582,0.8649,86.49
LÄKARLEASING SVERIGE,2021,ÅSNES,832125,6160582,0.1351,13.51
EMPLOI HELSE AS,2021,ØKSNES,3597589,4261080,0.8443,84.43
CENTRIC CARE AS,2021,ØKSNES,345471,4261080,0.0811,8.11
DEDICARE AS,2021,ØKSNES,318020,4261080,0.0746,7.46
VIKTEAM LÆGEVIKARBUREAU,2021,ØRLAND,426310,591570,0.7206,72.06
DEDICARE AS,2021,ØRLAND,165260,591570,0.2794,27.94
SEIE AS,2021,ØRSTA,5902999,6017060,0.981,98.1
KONSTALI HELSENOR AS,2021,ØRSTA,114061,6017060,0.019,1.9
MANPOWER AS,2021,ØSTRE TOTEN,274327,274327,1,100
DEDICARE AS,2021,ØVRE EIKER,3260511,5747366,0.5673,56.73
DEDICARE DOCTOR AS,2021,ØVRE EIKER,2298788,5747366,0.4,40
PEDAGOGHUSET AS,2021,ØVRE EIKER,188067,5747366,0.0327,3.27
WRK MEDIC AS,2021,ØYER,6663146,8090070,0.8236,82.36
CENTRIC CARE AS,2021,ØYER,1426924,8090070,0.1764,17.64
ECURA CARE AS,2021,ØYGARDEN,5660633,15524219,0.3646,36.46
FOCUS CARE NORGE AS,2021,ØYGARDEN,5094885,15524219,0.3282,32.82
VACANT HELSE AS,2021,ØYGARDEN,4293247,15524219,0.2766,27.66
PACURAMED AS,2021,ØYGARDEN,475454,15524219,0.0306,3.06
FOCUS CARE NORGE AS,2021,ØYSTRE SLIDRE,295488,295488,1,100
ECURA CARE AS,2022,ALTA,13259732,27404349,0.4839,48.39
KOOPERATIV BEMANNING AS,2022,ALTA,6512765,27404349,0.2377,23.77
LÄKARLEASING SVERIGE,2022,ALTA,1953099,27404349,0.0713,7.13
RANDSTAD CARE AS,2022,ALTA,1687656,27404349,0.0616,6.16
FOCUS CARE NORGE AS,2022,ALTA,1023575,27404349,0.0374,3.74
NORDLYS VIKAR AS,2022,ALTA,634350,27404349,0.0231,2.31
VIKTEAM LÆGEVIKARBUREAU,2022,ALTA,607300,27404349,0.0222,2.22
KONSTALI HELSENOR AS,2022,ALTA,531034,27404349,0.0194,1.94
NYE LEGER AS,2022,ALTA,360000,27404349,0.0131,1.31
WORKNORWAY GROUP AS,2022,ALTA,336206,27404349,0.0123,1.23
NORDIC CARE AS,2022,ALTA,255169,27404349,0.0093,0.93
WRK MEDIC AS,2022,ALTA,243463,27404349,0.0089,0.89
FOCUS CARE NORGE AS,2022,ALVER,19205703,33614594,0.5714,57.14
ECURA CARE AS,2022,ALVER,5219488,33614594,0.1553,15.53
KOOPERATIV BEMANNING AS,2022,ALVER,4776046,33614594,0.1421,14.21
HELSE PERSONAL AS,2022,ALVER,2942175,33614594,0.0875,8.75
WORKNORWAY GROUP AS,2022,ALVER,591300,33614594,0.0176,1.76
VACANT HELSE AS,2022,ALVER,446324,33614594,0.0133,1.33
NORDIC CARE AS,2022,ALVER,332913,33614594,0.0099,0.99
PACURAMED AS,2022,ALVER,59295,33614594,0.0018,0.18
DEDICARE AS,2022,ALVER,41350,33614594,0.0012,0.12
KOOPERATIV BEMANNING AS,2022,ANDØY,543208,646281,0.8405,84.05
VIKTEAM LÆGEVIKARBUREAU,2022,ANDØY,100006,646281,0.1547,15.47
SPARTACUS HELSE AS,2022,ANDØY,3067,646281,0.0047,0.47
KOOPERATIV BEMANNING AS,2022,AREMARK,138991,142991,0.972,97.2
ECURA CARE AS,2022,AREMARK,4000,142991,0.028,2.8
INN PÅ TUNET NORGE SA,2022,ARENDAL,1858609,1915626,0.9702,97.02
MEDIC SØR AS,2022,ARENDAL,55000,1915626,0.0287,2.87
SPARTACUS HELSE AS,2022,ARENDAL,2017,1915626,0.0011,0.11
DEDICARE AS,2022,ASKER,17524540,82179009,0.2132,21.32
RANDSTAD CARE AS,2022,ASKER,13065146,82179009,0.159,15.9
KOOPERATIV BEMANNING AS,2022,ASKER,8695614,82179009,0.1058,10.58
ECURA CARE AS,2022,ASKER,7505284,82179009,0.0913,9.13
DEDICARE DOCTOR AS,2022,ASKER,7176622,82179009,0.0873,8.73
DIN HELSEVIKAR AS,2022,ASKER,6244387,82179009,0.076,7.6
VACANT HELSE AS,2022,ASKER,4261767,82179009,0.0519,5.19
GAMMEL NOK AS,2022,ASKER,3613498,82179009,0.044,4.4
WORKNORWAY GROUP AS,2022,ASKER,2796756,82179009,0.034,3.4
START MEDICAL AS,2022,ASKER,2661291,82179009,0.0324,3.24
NORDIC CARE AS,2022,ASKER,1684603,82179009,0.0205,2.05
ADECCO NORGE AS,2022,ASKER,1442283,82179009,0.0176,1.76
KONSTALI HELSENOR AS,2022,ASKER,1381454,82179009,0.0168,1.68
GLASSPAPER PEOPLE AS,2022,ASKER,963767,82179009,0.0117,1.17
CENTRIC CARE AS,2022,ASKER,835006,82179009,0.0102,1.02
HELSELEVERANDØREN AS,2022,ASKER,702989,82179009,0.0086,0.86
PACURAMED AS,2022,ASKER,513868,82179009,0.0063,0.63
PEDAGOGHUSET AS,2022,ASKER,458919,82179009,0.0056,0.56
LÄKARLEASING SVERIGE,2022,ASKER,230270,82179009,0.0028,0.28
PERSONALHUSET STAFFING GROUP AS,2022,ASKER,223888,82179009,0.0027,0.27
WRK BEMANNING AS,2022,ASKER,197057,82179009,0.0024,0.24
FOCUS CARE NORGE AS,2022,ASKVOLL,6098574,7374886,0.8269,82.69
SEIE AS,2022,ASKVOLL,1136565,7374886,0.1541,15.41
DEDICARE AS,2022,ASKVOLL,86750,7374886,0.0118,1.18
ECURA CARE AS,2022,ASKVOLL,48990,7374886,0.0066,0.66
CENTRIC CARE AS,2022,ASKVOLL,4007,7374886,5e-4,0.05
FOCUS CARE NORGE AS,2022,ASKØY,11367275,23760427,0.4784,47.84
NORDIC CARE AS,2022,ASKØY,2169991,23760427,0.0913,9.13
HELSELEVERANDØREN AS,2022,ASKØY,1952321,23760427,0.0822,8.22
PERSONALHUSET STAFFING GROUP AS,2022,ASKØY,1903595,23760427,0.0801,8.01
KLETOR AS,2022,ASKØY,1587902,23760427,0.0668,6.68
CELSUS AS,2022,ASKØY,925103,23760427,0.0389,3.89
MANPOWER AS,2022,ASKØY,893269,23760427,0.0376,3.76
PACURAMED AS,2022,ASKØY,818020,23760427,0.0344,3.44
REFLEKT OPPVEKST AS,2022,ASKØY,696227,23760427,0.0293,2.93
EMPLOI HELSE AS,2022,ASKØY,531627,23760427,0.0224,2.24
VACANT HELSE AS,2022,ASKØY,512109,23760427,0.0216,2.16
KONSTALI HELSENOR AS,2022,ASKØY,305778,23760427,0.0129,1.29
INN PÅ TUNET NORGE SA,2022,ASKØY,97210,23760427,0.0041,0.41
CENTRIC CARE AS,2022,AUKRA,918793,1536745,0.5979,59.79
ECURA CARE AS,2022,AUKRA,617952,1536745,0.4021,40.21
ECURA CARE AS,2022,AURE,4040284,7471285,0.5408,54.08
LÄKARLEASING SVERIGE,2022,AURE,2065557,7471285,0.2765,27.65
FOCUS CARE NORGE AS,2022,AURE,1365444,7471285,0.1828,18.28
KLETOR AS,2022,AURLAND,3511213,3511213,1,100
NORA MEDICAL AS,2022,AURSKOG-HØLAND,4957050,11003602,0.4505,45.05
DEDICARE DOCTOR AS,2022,AURSKOG-HØLAND,3527055,11003602,0.3205,32.05
INN PÅ TUNET NORGE SA,2022,AURSKOG-HØLAND,1013876,11003602,0.0921,9.21
DEDICARE AS,2022,AURSKOG-HØLAND,940648,11003602,0.0855,8.55
KLETOR AS,2022,AURSKOG-HØLAND,292132,11003602,0.0265,2.65
NORDIC CARE AS,2022,AURSKOG-HØLAND,193848,11003602,0.0176,1.76
WRK MEDIC AS,2022,AURSKOG-HØLAND,73125,11003602,0.0066,0.66
PERSONALHUSET STAFFING GROUP AS,2022,AURSKOG-HØLAND,5868,11003602,5e-4,0.05
DIN HELSEVIKAR AS,2022,AUSTEVOLL,180463,487727,0.37,37
KOOPERATIV BEMANNING AS,2022,AUSTEVOLL,172018,487727,0.3527,35.27
HELSE PERSONAL AS,2022,AUSTEVOLL,105246,487727,0.2158,21.58
ECURA CARE AS,2022,AUSTEVOLL,30000,487727,0.0615,6.15
FOCUS CARE NORGE AS,2022,AUSTRHEIM,393487,393487,1,100
MULTI MARINE AS,2022,AVERØY,1667948,1667948,1,100
VIVA BEMANNING,2022,BALSFJORD,2395240,4692033,0.5105,51.05
CENTRIC CARE AS,2022,BALSFJORD,2291793,4692033,0.4884,48.84
ECURA CARE AS,2022,BALSFJORD,5000,4692033,0.0011,0.11
MANPOWER AS,2022,BAMBLE,3473452,11377366,0.3053,30.53
KOOPERATIV BEMANNING AS,2022,BAMBLE,2437294,11377366,0.2142,21.42
VIVA BEMANNING,2022,BAMBLE,1570855,11377366,0.1381,13.81
DEDICARE DOCTOR AS,2022,BAMBLE,1526226,11377366,0.1341,13.41
DEDICARE AS,2022,BAMBLE,1233962,11377366,0.1085,10.85
PERSONALHUSET STAFFING GROUP AS,2022,BAMBLE,598464,11377366,0.0526,5.26
NORDLYS VIKAR AS,2022,BAMBLE,450175,11377366,0.0396,3.96
VACANT HELSE AS,2022,BAMBLE,86938,11377366,0.0076,0.76
HELSELEVERANDØREN AS,2022,BARDU,4560,7423,0.6143,61.43
DEDICARE DOCTOR AS,2022,BARDU,2863,7423,0.3857,38.57
ECURA CARE AS,2022,BEIARN,1048783,2340151,0.4482,44.82
INN PÅ TUNET NORGE SA,2022,BEIARN,837115,2340151,0.3577,35.77
EMPLOI HELSE AS,2022,BEIARN,246082,2340151,0.1052,10.52
DEDICARE DOCTOR AS,2022,BEIARN,208171,2340151,0.089,8.9
PACURAMED AS,2022,BERGEN,58051736,228657900,0.2539,25.39
PERSONALHUSET STAFFING GROUP AS,2022,BERGEN,39721518,228657900,0.1737,17.37
MANPOWER AS,2022,BERGEN,25845057,228657900,0.113,11.3
KOOPERATIV BEMANNING AS,2022,BERGEN,23468159,228657900,0.1026,10.26
REFLEKT OPPVEKST AS,2022,BERGEN,18252068,228657900,0.0798,7.98
NORDISK VÅRDINSATS AS,2022,BERGEN,11846114,228657900,0.0518,5.18
ECURA CARE AS,2022,BERGEN,10252717,228657900,0.0448,4.48
VACANT HELSE AS,2022,BERGEN,9682126,228657900,0.0423,4.23
NORDIC CARE AS,2022,BERGEN,5773222,228657900,0.0252,2.52
NORDIC NURSE AS,2022,BERGEN,4596737,228657900,0.0201,2.01
KLETOR AS,2022,BERGEN,4020556,228657900,0.0176,1.76
HELSELEVERANDØREN AS,2022,BERGEN,2861813,228657900,0.0125,1.25
BEMANNINGSHJELPEN AS,2022,BERGEN,2536393,228657900,0.0111,1.11
HYRE AS,2022,BERGEN,2208782,228657900,0.0097,0.97
SEIE AS,2022,BERGEN,2083056,228657900,0.0091,0.91
DEDICARE DOCTOR AS,2022,BERGEN,1711875,228657900,0.0075,0.75
RANDSTAD CARE AS,2022,BERGEN,1078468,228657900,0.0047,0.47
ADECCO NORGE AS,2022,BERGEN,914893,228657900,0.004,0.4
KONSTALI HELSENOR AS,2022,BERGEN,873488,228657900,0.0038,0.38
INN PÅ TUNET NORGE SA,2022,BERGEN,845924,228657900,0.0037,0.37
FOCUS CARE NORGE AS,2022,BERGEN,539718,228657900,0.0024,0.24
DIN HELSEVIKAR AS,2022,BERGEN,504662,228657900,0.0022,0.22
QUALITY HEALTH CARE AS,2022,BERGEN,384233,228657900,0.0017,0.17
START MEDICAL AS,2022,BERGEN,327147,228657900,0.0014,0.14
DEDICARE AS,2022,BERGEN,108138,228657900,5e-4,0.05
JOBZONE NORGE AS,2022,BERGEN,69757,228657900,3e-4,0.03
SPARTACUS HELSE AS,2022,BERGEN,58031,228657900,3e-4,0.03
HELSE PERSONAL AS,2022,BERGEN,41512,228657900,2e-4,0.02
NORDIC NURSE AS,2022,BERLEVÅG,932321,2352451,0.3963,39.63
FOCUS CARE NORGE AS,2022,BERLEVÅG,668766,2352451,0.2843,28.43
VACANT HELSE AS,2022,BERLEVÅG,517792,2352451,0.2201,22.01
BONLIVA AS,2022,BERLEVÅG,138305,2352451,0.0588,5.88
DEDICARE AS,2022,BERLEVÅG,95267,2352451,0.0405,4.05
INN PÅ TUNET NORGE SA,2022,BINDAL,122151,122151,1,100
OMSORGSKOLLEKTIVET AS,2022,BIRKENES,9728546,10306139,0.944,94.4
DEDICARE AS,2022,BIRKENES,577593,10306139,0.056,5.6
ECURA CARE AS,2022,BJERKREIM,864420,1464395,0.5903,59.03
DEDICARE AS,2022,BJERKREIM,322074,1464395,0.2199,21.99
PERSONALHUSET STAFFING GROUP AS,2022,BJERKREIM,197000,1464395,0.1345,13.45
INN PÅ TUNET NORGE SA,2022,BJERKREIM,80901,1464395,0.0552,5.52
EMPLOI HELSE AS,2022,BODØ,17819848,57966271,0.3074,30.74
KONSTALI HELSENOR AS,2022,BODØ,8740660,57966271,0.1508,15.08
MANPOWER AS,2022,BODØ,7647437,57966271,0.1319,13.19
ECURA CARE AS,2022,BODØ,5032139,57966271,0.0868,8.68
DIN HELSEVIKAR AS,2022,BODØ,5014949,57966271,0.0865,8.65
FOCUS CARE NORGE AS,2022,BODØ,4690851,57966271,0.0809,8.09
PERSONALHUSET STAFFING GROUP AS,2022,BODØ,3589991,57966271,0.0619,6.19
DEDICARE AS,2022,BODØ,2248480,57966271,0.0388,3.88
NORDIC NURSE AS,2022,BODØ,1239185,57966271,0.0214,2.14
SEIE AS,2022,BODØ,1084776,57966271,0.0187,1.87
VACANT HELSE AS,2022,BODØ,495329,57966271,0.0085,0.85
JOBZONE NORGE AS,2022,BODØ,186080,57966271,0.0032,0.32
RANDSTAD CARE AS,2022,BODØ,176546,57966271,0.003,0.3
PERSONALHUSET STAFFING GROUP AS,2022,BOKN,269000,269000,1,100
EMPLOI HELSE AS,2022,BREMANGER,6754893,16456680,0.4105,41.05
ECURA CARE AS,2022,BREMANGER,2660075,16456680,0.1616,16.16
FOCUS CARE NORGE AS,2022,BREMANGER,2378037,16456680,0.1445,14.45
DIN HELSEVIKAR AS,2022,BREMANGER,1994189,16456680,0.1212,12.12
RANDSTAD CARE AS,2022,BREMANGER,620974,16456680,0.0377,3.77
KONSTALI HELSENOR AS,2022,BREMANGER,488147,16456680,0.0297,2.97
SEIE AS,2022,BREMANGER,475425,16456680,0.0289,2.89
VIKAR I NORGE AS,2022,BREMANGER,348286,16456680,0.0212,2.12
ADECCO NORGE AS,2022,BREMANGER,346432,16456680,0.0211,2.11
HELSE PERSONAL AS,2022,BREMANGER,210684,16456680,0.0128,1.28
HELSELEVERANDØREN AS,2022,BREMANGER,155129,16456680,0.0094,0.94
CENTRIC CARE AS,2022,BREMANGER,24409,16456680,0.0015,0.15
KOOPERATIV BEMANNING AS,2022,BRØNNØY,6061734,6326977,0.9581,95.81
ECURA CARE AS,2022,BRØNNØY,265243,6326977,0.0419,4.19
PERSONALHUSET STAFFING GROUP AS,2022,BYKLE,207500,207500,1,100
ECURA CARE AS,2022,BÆRUM,35923908,149723506,0.2399,23.99
DEDICARE AS,2022,BÆRUM,27821331,149723506,0.1858,18.58
